"","species","survival","extinction"
"596","Canis_mesomelas",0.99995,5e-05
"597","Canis_rufus",0.03,0.97
"598","Canis_simensis",0.58,0.42
"599","Cannomys_badius",0.99995,5e-05
"600","Cansumys_canus",0.99995,5e-05
"601","Caperea_marginata",0.99995,5e-05
"602","Capra_aegagrus",0.95,0.05
"603","Capra_caucasica",0.58,0.42
"604","Capra_cylindricornis",0.996,0.004
"605","Capra_falconeri",0.996,0.004
"606","Capra_hircus",0.996,0.004
"607","Capra_ibex",0.99995,5e-05
"608","Capra_nubiana",0.95,0.05
"609","Capra_pyrenaica",0.99995,5e-05
"610","Capra_sibirica",0.99995,5e-05
"611","Capra_walie",0.58,0.42
"612","Capreolus_capreolus",0.99995,5e-05
"613","Capreolus_pygargus",0.99995,5e-05
"614","Capricornis_crispus",0.99995,5e-05
"615","Capricornis_milneedwardsii",0.996,0.004
"616","Capricornis_rubidus",0.996,0.004
"617","Capricornis_sumatraensis",0.95,0.05
"618","Capricornis_swinhoei",0.99995,5e-05
"619","Capricornis_thar",0.996,0.004
"620","Caprolagus_hispidus",0.58,0.42
"621","Capromys_pilorides",0.99995,5e-05
"622","Caracal_aurata",0.95,0.05
"623","Caracal_caracal",0.99995,5e-05
"624","Cardiocranius_paradoxus",0.996,0.004
"625","Cardioderma_cor",0.99995,5e-05
"626","Carlito_syrichta",0.996,0.004
"627","Carollia_benkeithi",0.99995,5e-05
"628","Carollia_brevicauda",0.99995,5e-05
"629","Carollia_castanea",0.99995,5e-05
"630","Carollia_colombiana",0.996,0.004
"631","Carollia_manu",0.99995,5e-05
"632","Carollia_monohernandezi",0.996,0.004
"633","Carollia_perspicillata",0.99995,5e-05
"634","Carollia_sowelli",0.99995,5e-05
"635","Carollia_subrufa",0.99995,5e-05
"636","Carpitalpa_arendsi",0.95,0.05
"637","Carpomys_melanurus",0.996,0.004
"638","Carpomys_phaeurus",0.99995,5e-05
"639","Carterodon_sulcidens",0.996,0.004
"640","Caryomys_eva",0.99995,5e-05
"641","Caryomys_inez",0.99995,5e-05
"642","Casinycteris_argynnis",0.99995,5e-05
"643","Casinycteris_campomaanensis",0.996,0.004
"644","Casinycteris_ophiodon",0.996,0.004
"645","Castor_canadensis",0.99995,5e-05
"646","Castor_fiber",0.99995,5e-05
"647","Castoria_serrensis",0.99995,5e-05
"648","Catagonus_wagneri",0.58,0.42
"649","Catopuma_badia",0.58,0.42
"650","Catopuma_temminckii",0.996,0.004
"651","Cavia_aperea",0.99995,5e-05
"652","Cavia_fulgida",0.99995,5e-05
"653","Cavia_intermedia",0.03,0.97
"654","Cavia_magna",0.99995,5e-05
"655","Cavia_patzelti",0.996,0.004
"656","Cavia_porcellus",0.996,0.004
"657","Cavia_tschudii",0.99995,5e-05
"658","Cebuella_pygmaea",0.95,0.05
"659","Cebus_aequatorialis",0.03,0.97
"660","Cebus_albifrons",0.99995,5e-05
"661","Cebus_brunneus",0.99995,5e-05
"662","Cebus_capucinus",0.996,0.004
"663","Cebus_cesarae",0.996,0.004
"664","Cebus_cuscinus",0.996,0.004
"665","Cebus_imitator",0.996,0.004
"666","Cebus_kaapori",0.03,0.97
"667","Cebus_leucocephalus",0.95,0.05
"668","Cebus_malitiosus",0.58,0.42
"669","Cebus_olivaceus",0.99995,5e-05
"670","Cebus_unicolor",0.996,0.004
"671","Cebus_versicolor",0.58,0.42
"672","Cebus_yuracus",0.996,0.004
"673","Centronycteris_centralis",0.99995,5e-05
"674","Centronycteris_maximiliani",0.99995,5e-05
"675","Centurio_senex",0.99995,5e-05
"676","Cephalopachus_bancanus",0.95,0.05
"677","Cephalophus_adersi",0.95,0.05
"678","Cephalophus_callipygus",0.99995,5e-05
"679","Cephalophus_dorsalis",0.996,0.004
"680","Cephalophus_harveyi",0.99995,5e-05
"681","Cephalophus_jentinki",0.58,0.42
"682","Cephalophus_leucogaster",0.996,0.004
"683","Cephalophus_natalensis",0.99995,5e-05
"684","Cephalophus_niger",0.99995,5e-05
"685","Cephalophus_nigrifrons",0.99995,5e-05
"686","Cephalophus_ogilbyi",0.99995,5e-05
"687","Cephalophus_rubidus",0.996,0.004
"688","Cephalophus_rufilatus",0.99995,5e-05
"689","Cephalophus_silvicultor",0.996,0.004
"690","Cephalophus_spadix",0.58,0.42
"691","Cephalophus_weynsi",0.99995,5e-05
"692","Cephalophus_zebra",0.95,0.05
"693","Cephalorhynchus_commersonii",0.99995,5e-05
"694","Cephalorhynchus_eutropia",0.996,0.004
"695","Cephalorhynchus_heavisidii",0.996,0.004
"696","Cephalorhynchus_hectori",0.58,0.42
"697","Ceratotherium_simum",0.996,0.004
"698","Cercartetus_caudatus",0.99995,5e-05
"699","Cercartetus_concinnus",0.99995,5e-05
"700","Cercartetus_lepidus",0.99995,5e-05
"701","Cercartetus_nanus",0.99995,5e-05
"702","Cercocebus_agilis",0.99995,5e-05
"703","Cercocebus_atys",0.996,0.004
"704","Cercocebus_chrysogaster",0.996,0.004
"705","Cercocebus_galeritus",0.58,0.42
"706","Cercocebus_lunulatus",0.58,0.42
"707","Cercocebus_sanjei",0.58,0.42
"708","Cercocebus_torquatus",0.58,0.42
"709","Cercopithecus_albogularis",0.996,0.004
"710","Cercopithecus_ascanius",0.99995,5e-05
"711","Cercopithecus_campbelli",0.99995,5e-05
"712","Cercopithecus_cephus",0.99995,5e-05
"713","Cercopithecus_denti",0.99995,5e-05
"714","Cercopithecus_diana",0.58,0.42
"715","Cercopithecus_doggetti",0.996,0.004
"716","Cercopithecus_dryas",0.58,0.42
"717","Cercopithecus_erythrogaster",0.95,0.05
"718","Cercopithecus_erythrotis",0.95,0.05
"719","Cercopithecus_hamlyni",0.95,0.05
"720","Cercopithecus_kandti",0.996,0.004
"721","Cercopithecus_lomamiensis",0.996,0.004
"722","Cercopithecus_lowei",0.95,0.05
"723","Cercopithecus_mitis",0.99995,5e-05
"724","Cercopithecus_mona",0.99995,5e-05
"725","Cercopithecus_neglectus",0.99995,5e-05
"726","Cercopithecus_nictitans",0.996,0.004
"727","Cercopithecus_petaurista",0.99995,5e-05
"728","Cercopithecus_pogonias",0.996,0.004
"729","Cercopithecus_roloway",0.03,0.97
"730","Cercopithecus_sclateri",0.58,0.42
"731","Cercopithecus_wolfi",0.996,0.004
"732","Cerdocyon_thous",0.99995,5e-05
"733","Cerradomys_akroai",0.996,0.004
"734","Cerradomys_goytaca",0.996,0.004
"735","Cerradomys_langguthi",0.996,0.004
"736","Cerradomys_maracajuensis",0.99995,5e-05
"737","Cerradomys_marinhus",0.99995,5e-05
"738","Cerradomys_scotti",0.99995,5e-05
"739","Cerradomys_subflavus",0.99995,5e-05
"740","Cerradomys_vivoi",0.996,0.004
"741","Cervus_albirostris",0.95,0.05
"742","Cervus_canadensis",0.99995,5e-05
"743","Cervus_elaphus",0.99995,5e-05
"744","Cervus_hanglu",0.99995,5e-05
"745","Cervus_nippon",0.99995,5e-05
"746","Chacodelphys_formosa",0.996,0.004
"747","Chaerephon_aloysiisabaudiae",0.99995,5e-05
"748","Chaerephon_ansorgei",0.99995,5e-05
"749","Chaerephon_atsinanana",0.99995,5e-05
"750","Chaerephon_bemmeleni",0.99995,5e-05
"751","Chaerephon_bivittatus",0.99995,5e-05
"752","Chaerephon_bregullae",0.58,0.42
"753","Chaerephon_chapini",0.99995,5e-05
"754","Chaerephon_gallagheri",0.996,0.004
"755","Chaerephon_jobensis",0.99995,5e-05
"756","Chaerephon_jobimena",0.99995,5e-05
"757","Chaerephon_johorensis",0.95,0.05
"758","Chaerephon_leucogaster",0.996,0.004
"759","Chaerephon_major",0.99995,5e-05
"760","Chaerephon_nigeriae",0.99995,5e-05
"761","Chaerephon_plicatus",0.99995,5e-05
"762","Chaerephon_pumilus",0.99995,5e-05
"763","Chaerephon_pusillus",0.996,0.004
"764","Chaerephon_russatus",0.996,0.004
"765","Chaerephon_shortridgei",0.996,0.004
"766","Chaerephon_solomonis",0.99995,5e-05
"767","Chaerephon_tomensis",0.58,0.42
"768","Chaetocauda_sichuanensis",0.996,0.004
"769","Chaetodipus_ammophilus",0.996,0.004
"770","Chaetodipus_arenarius",0.99995,5e-05
"771","Chaetodipus_artus",0.99995,5e-05
"772","Chaetodipus_baileyi",0.99995,5e-05
"773","Chaetodipus_californicus",0.99995,5e-05
"774","Chaetodipus_eremicus",0.99995,5e-05
"775","Chaetodipus_fallax",0.99995,5e-05
"776","Chaetodipus_formosus",0.99995,5e-05
"777","Chaetodipus_goldmani",0.996,0.004
"778","Chaetodipus_hispidus",0.99995,5e-05
"779","Chaetodipus_intermedius",0.99995,5e-05
"780","Chaetodipus_lineatus",0.996,0.004
"781","Chaetodipus_nelsoni",0.99995,5e-05
"782","Chaetodipus_penicillatus",0.99995,5e-05
"783","Chaetodipus_pernix",0.99995,5e-05
"784","Chaetodipus_rudinoris",0.99995,5e-05
"785","Chaetodipus_siccus",0.99995,5e-05
"786","Chaetodipus_spinatus",0.99995,5e-05
"787","Chaetomys_subspinosus",0.95,0.05
"788","Chaetophractus_vellerosus",0.99995,5e-05
"789","Chaetophractus_villosus",0.99995,5e-05
"790","Chalinolobus_dwyeri",0.996,0.004
"791","Chalinolobus_gouldii",0.99995,5e-05
"792","Chalinolobus_morio",0.99995,5e-05
"793","Chalinolobus_neocaledonicus",0.58,0.42
"794","Chalinolobus_nigrogriseus",0.99995,5e-05
"795","Chalinolobus_picatus",0.996,0.004
"796","Chalinolobus_tuberculatus",0.95,0.05
"797","Cheirogaleus_andysabini",0.996,0.004
"798","Cheirogaleus_crossleyi",0.996,0.004
"799","Cheirogaleus_lavasoensis",0.996,0.004
"800","Cheirogaleus_major",0.996,0.004
"801","Cheirogaleus_medius",0.99995,5e-05
"802","Cheirogaleus_minusculus",0.996,0.004
"803","Cheirogaleus_shethi",0.996,0.004
"804","Cheirogaleus_sibreei",0.03,0.97
"805","Cheirogaleus_thomasi",0.996,0.004
"806","Cheiromeles_parvidens",0.99995,5e-05
"807","Cheiromeles_torquatus",0.99995,5e-05
"808","Chelemys_megalonyx",0.996,0.004
"809","Cheracebus_lucifer",0.99995,5e-05
"810","Cheracebus_lugens",0.99995,5e-05
"811","Cheracebus_medemi",0.95,0.05
"812","Cheracebus_purinus",0.99995,5e-05
"813","Cheracebus_regulus",0.99995,5e-05
"814","Cheracebus_torquatus",0.99995,5e-05
"815","Chibchanomys_orcesi",0.996,0.004
"816","Chibchanomys_trichotis",0.996,0.004
"817","Chilomys_fumeus",0.996,0.004
"818","Chilomys_instans",0.99995,5e-05
"819","Chilonatalus_macer",0.996,0.004
"820","Chilonatalus_micropus",0.95,0.05
"821","Chilonatalus_tumidifrons",0.996,0.004
"822","Chimarrogale_himalayica",0.99995,5e-05
"823","Chimarrogale_leander",0.996,0.004
"824","Chimarrogale_platycephalus",0.99995,5e-05
"825","Chimarrogale_styani",0.99995,5e-05
"826","Chimarrogale_varennei",0.996,0.004
"827","Chinchilla_chinchilla",0.58,0.42
"828","Chinchilla_lanigera",0.58,0.42
"829","Chinchillula_sahamae",0.99995,5e-05
"830","Chionomys_gud",0.99995,5e-05
"831","Chionomys_nivalis",0.99995,5e-05
"832","Chionomys_roberti",0.99995,5e-05
"833","Chiroderma_doriae",0.99995,5e-05
"834","Chiroderma_improvisum",0.58,0.42
"835","Chiroderma_salvini",0.99995,5e-05
"836","Chiroderma_trinitatum",0.99995,5e-05
"837","Chiroderma_villosum",0.99995,5e-05
"838","Chiroderma_vizottoi",0.996,0.004
"839","Chiromyscus_chiropus",0.99995,5e-05
"840","Chiromyscus_langbianis",0.99995,5e-05
"841","Chiromyscus_thomasi",0.996,0.004
"842","Chironax_melanocephalus",0.99995,5e-05
"843","Chironectes_minimus",0.99995,5e-05
"844","Chiropodomys_calamianensis",0.996,0.004
"845","Chiropodomys_gliroides",0.99995,5e-05
"846","Chiropodomys_karlkoopmani",0.95,0.05
"847","Chiropodomys_major",0.99995,5e-05
"848","Chiropodomys_muroides",0.996,0.004
"849","Chiropodomys_pusillus",0.996,0.004
"850","Chiropotes_albinasus",0.58,0.42
"851","Chiropotes_chiropotes",0.99995,5e-05
"852","Chiropotes_sagulatus",0.996,0.004
"853","Chiropotes_satanas",0.03,0.97
"854","Chiropotes_utahickae",0.58,0.42
"855","Chiruromys_forbesi",0.99995,5e-05
"856","Chiruromys_lamia",0.99995,5e-05
"857","Chiruromys_vates",0.99995,5e-05
"858","Chlamyphorus_truncatus",0.996,0.004
"859","Chlorocebus_aethiops",0.99995,5e-05
"860","Chlorocebus_cynosuros",0.99995,5e-05
"861","Chlorocebus_djamdjamensis",0.95,0.05
"862","Chlorocebus_pygerythrus",0.99995,5e-05
"863","Chlorocebus_sabaeus",0.99995,5e-05
"864","Chlorocebus_tantalus",0.99995,5e-05
"865","Chlorotalpa_duthieae",0.95,0.05
"866","Chlorotalpa_sclateri",0.99995,5e-05
"867","Chodsigoa_caovansunga",0.996,0.004
"868","Chodsigoa_furva",0.996,0.004
"869","Chodsigoa_hoffmanni",0.996,0.004
"870","Chodsigoa_hypsibia",0.99995,5e-05
"871","Chodsigoa_lamula",0.99995,5e-05
"872","Chodsigoa_parca",0.99995,5e-05
"873","Chodsigoa_parva",0.996,0.004
"874","Chodsigoa_salenskii",0.996,0.004
"875","Chodsigoa_smithii",0.996,0.004
"876","Chodsigoa_sodalis",0.996,0.004
"877","Choeroniscus_godmani",0.99995,5e-05
"878","Choeroniscus_minor",0.99995,5e-05
"879","Choeroniscus_periosus",0.95,0.05
"880","Choeronycteris_mexicana",0.996,0.004
"881","Choeropsis_liberiensis",0.58,0.42
"882","Choloepus_didactylus",0.99995,5e-05
"883","Choloepus_hoffmanni",0.99995,5e-05
"884","Chrotogale_owstoni",0.58,0.42
"885","Chrotomys_gonzalesi",0.996,0.004
"886","Chrotomys_mindorensis",0.99995,5e-05
"887","Chrotomys_sibuyanensis",0.996,0.004
"888","Chrotomys_silaceus",0.99995,5e-05
"889","Chrotomys_whiteheadi",0.99995,5e-05
"890","Chrotopterus_auritus",0.99995,5e-05
"891","Chrysochloris_asiatica",0.99995,5e-05
"892","Chrysochloris_stuhlmanni",0.99995,5e-05
"893","Chrysochloris_visagiei",0.996,0.004
"894","Chrysocyon_brachyurus",0.996,0.004
"895","Chrysospalax_trevelyani",0.58,0.42
"896","Chrysospalax_villosus",0.95,0.05
"897","Cistugo_lesueuri",0.99995,5e-05
"898","Cistugo_seabrae",0.99995,5e-05
"899","Civettictis_civetta",0.99995,5e-05
"900","Cloeotis_percivali",0.99995,5e-05
"901","Clyomys_laticeps",0.99995,5e-05
"902","Coccymys_kirrhos",0.996,0.004
"903","Coccymys_ruemmleri",0.99995,5e-05
"904","Coccymys_shawmayeri",0.99995,5e-05
"905","Coelops_frithii",0.996,0.004
"906","Coelops_robinsoni",0.95,0.05
"907","Coendou_baturitensis",0.996,0.004
"908","Coendou_bicolor",0.99995,5e-05
"909","Coendou_ichillus",0.996,0.004
"910","Coendou_insidiosus",0.99995,5e-05
"911","Coendou_melanurus",0.99995,5e-05
"912","Coendou_mexicanus",0.99995,5e-05
"913","Coendou_nycthemera",0.996,0.004
"914","Coendou_prehensilis",0.99995,5e-05
"915","Coendou_pruinosus",0.99995,5e-05
"916","Coendou_quichua",0.996,0.004
"917","Coendou_roosmalenorum",0.996,0.004
"918","Coendou_rufescens",0.99995,5e-05
"919","Coendou_speratus",0.58,0.42
"920","Coendou_spinosus",0.99995,5e-05
"921","Coendou_vestitus",0.996,0.004
"922","Coleura_afra",0.99995,5e-05
"923","Coleura_kibomalandy",0.996,0.004
"924","Coleura_seychellensis",0.03,0.97
"925","Colobus_angolensis",0.99995,5e-05
"926","Colobus_guereza",0.99995,5e-05
"927","Colobus_polykomos",0.95,0.05
"928","Colobus_satanas",0.95,0.05
"929","Colobus_vellerosus",0.03,0.97
"930","Colomys_goslingi",0.99995,5e-05
"931","Condylura_cristata",0.99995,5e-05
"932","Conepatus_amazonicus",0.996,0.004
"933","Conepatus_chinga",0.99995,5e-05
"934","Conepatus_leuconotus",0.99995,5e-05
"935","Conepatus_semistriatus",0.99995,5e-05
"936","Congosorex_phillipsorum",0.03,0.97
"937","Congosorex_polli",0.996,0.004
"938","Congosorex_verheyeni",0.99995,5e-05
"939","Conilurus_penicillatus",0.95,0.05
"940","Connochaetes_gnou",0.99995,5e-05
"941","Connochaetes_taurinus",0.99995,5e-05
"942","Cormura_brevirostris",0.99995,5e-05
"943","Corynorhinus_mexicanus",0.996,0.004
"944","Corynorhinus_rafinesquii",0.99995,5e-05
"945","Corynorhinus_townsendii",0.99995,5e-05
"946","Craseomys_andersoni",0.99995,5e-05
"947","Craseomys_imaizumii",0.996,0.004
"948","Craseomys_regulus",0.99995,5e-05
"949","Craseomys_rex",0.99995,5e-05
"950","Craseomys_rufocanus",0.99995,5e-05
"951","Craseomys_shanseius",0.99995,5e-05
"952","Craseomys_smithii",0.99995,5e-05
"953","Craseonycteris_thonglongyai",0.996,0.004
"954","Crateromys_australis",0.996,0.004
"955","Crateromys_heaneyi",0.58,0.42
"956","Crateromys_paulus",0.996,0.004
"957","Crateromys_schadenbergi",0.58,0.42
"958","Cratogeomys_castanops",0.99995,5e-05
"959","Cratogeomys_fulvescens",0.99995,5e-05
"960","Cratogeomys_fumosus",0.99995,5e-05
"961","Cratogeomys_goldmani",0.99995,5e-05
"962","Cratogeomys_merriami",0.99995,5e-05
"963","Cratogeomys_perotensis",0.99995,5e-05
"964","Cratogeomys_planiceps",0.99995,5e-05
"965","Cremnomys_cutchicus",0.99995,5e-05
"966","Cremnomys_elvira",0.03,0.97
"967","Cricetomys_ansorgei",0.99995,5e-05
"968","Cricetomys_emini",0.99995,5e-05
"969","Cricetomys_gambianus",0.99995,5e-05
"970","Cricetomys_kivuensis",0.996,0.004
"971","Cricetulus_alticola",0.99995,5e-05
"972","Cricetulus_barabensis",0.99995,5e-05
"973","Cricetulus_griseus",0.996,0.004
"974","Cricetulus_kamensis",0.99995,5e-05
"975","Cricetulus_lama",0.99995,5e-05
"976","Cricetulus_longicaudatus",0.99995,5e-05
"977","Cricetulus_migratorius",0.99995,5e-05
"978","Cricetulus_pseudogriseus",0.996,0.004
"979","Cricetulus_sokolovi",0.99995,5e-05
"980","Cricetulus_tibetanus",0.99995,5e-05
"981","Cricetus_cricetus",0.99995,5e-05
"982","Crocidura_abscondita",0.996,0.004
"983","Crocidura_afeworkbekelei",0.996,0.004
"984","Crocidura_aleksandrisi",0.99995,5e-05
"985","Crocidura_allex",0.95,0.05
"986","Crocidura_andamanensis",0.03,0.97
"987","Crocidura_annamitensis",0.996,0.004
"988","Crocidura_ansellorum",0.58,0.42
"989","Crocidura_arabica",0.99995,5e-05
"990","Crocidura_arispa",0.99995,5e-05
"991","Crocidura_armenica",0.996,0.004
"992","Crocidura_attenuata",0.99995,5e-05
"993","Crocidura_attila",0.99995,5e-05
"994","Crocidura_baileyi",0.99995,5e-05
"995","Crocidura_baluensis",0.99995,5e-05
"996","Crocidura_batakorum",0.996,0.004
"997","Crocidura_batesi",0.99995,5e-05
"998","Crocidura_beatus",0.99995,5e-05
"999","Crocidura_beccarii",0.99995,5e-05
"1000","Crocidura_bottegi",0.996,0.004
"1001","Crocidura_bottegoides",0.58,0.42
"1002","Crocidura_brunnea",0.99995,5e-05
"1003","Crocidura_buettikoferi",0.996,0.004
"1004","Crocidura_caliginea",0.99995,5e-05
"1005","Crocidura_canariensis",0.58,0.42
"1006","Crocidura_caspica",0.996,0.004
"1007","Crocidura_cinderella",0.99995,5e-05
"1008","Crocidura_congobelgica",0.99995,5e-05
"1009","Crocidura_cranbrooki",0.996,0.004
"1010","Crocidura_crenata",0.99995,5e-05
"1011","Crocidura_crossei",0.99995,5e-05
"1012","Crocidura_cyanea",0.99995,5e-05
"1013","Crocidura_denti",0.99995,5e-05
"1014","Crocidura_desperata",0.95,0.05
"1015","Crocidura_dhofarensis",0.996,0.004
"1016","Crocidura_dolichura",0.99995,5e-05
"1017","Crocidura_douceti",0.99995,5e-05
"1018","Crocidura_dsinezumi",0.99995,5e-05
"1019","Crocidura_eisentrauti",0.95,0.05
"1020","Crocidura_elgonius",0.99995,5e-05
"1021","Crocidura_elongata",0.99995,5e-05
"1022","Crocidura_erica",0.996,0.004
"1023","Crocidura_fingui",0.996,0.004
"1024","Crocidura_fischeri",0.996,0.004
"1025","Crocidura_flavescens",0.99995,5e-05
"1026","Crocidura_floweri",0.996,0.004
"1027","Crocidura_foetida",0.99995,5e-05
"1028","Crocidura_foxi",0.99995,5e-05
"1029","Crocidura_fuliginosa",0.99995,5e-05
"1030","Crocidura_fulvastra",0.99995,5e-05
"1031","Crocidura_fumosa",0.99995,5e-05
"1032","Crocidura_fuscomurina",0.99995,5e-05
"1033","Crocidura_gathornei",0.996,0.004
"1034","Crocidura_glassi",0.996,0.004
"1035","Crocidura_gmelini",0.99995,5e-05
"1036","Crocidura_goliath",0.99995,5e-05
"1037","Crocidura_gracilipes",0.996,0.004
"1038","Crocidura_grandiceps",0.996,0.004
"1039","Crocidura_grandis",0.996,0.004
"1040","Crocidura_grassei",0.99995,5e-05
"1041","Crocidura_grayi",0.99995,5e-05
"1042","Crocidura_greenwoodi",0.99995,5e-05
"1043","Crocidura_guy",0.996,0.004
"1044","Crocidura_harenna",0.03,0.97
"1045","Crocidura_hikmiya",0.58,0.42
"1046","Crocidura_hildegardeae",0.99995,5e-05
"1047","Crocidura_hilliana",0.996,0.004
"1048","Crocidura_hirta",0.99995,5e-05
"1049","Crocidura_hispida",0.95,0.05
"1050","Crocidura_horsfieldii",0.996,0.004
"1051","Crocidura_hutanis",0.99995,5e-05
"1052","Crocidura_indochinensis",0.99995,5e-05
"1053","Crocidura_jacksoni",0.99995,5e-05
"1054","Crocidura_jenkinsi",0.03,0.97
"1055","Crocidura_jouvenetae",0.99995,5e-05
"1056","Crocidura_katinka",0.996,0.004
"1057","Crocidura_kegoensis",0.996,0.004
"1058","Crocidura_kivuana",0.996,0.004
"1059","Crocidura_lamottei",0.99995,5e-05
"1060","Crocidura_lanosa",0.95,0.05
"1061","Crocidura_lasiura",0.99995,5e-05
"1062","Crocidura_latona",0.99995,5e-05
"1063","Crocidura_lea",0.99995,5e-05
"1064","Crocidura_lepidura",0.99995,5e-05
"1065","Crocidura_leucodon",0.99995,5e-05
"1066","Crocidura_levicula",0.99995,5e-05
"1067","Crocidura_littoralis",0.99995,5e-05
"1068","Crocidura_longipes",0.996,0.004
"1069","Crocidura_lucina",0.95,0.05
"1070","Crocidura_ludia",0.99995,5e-05
"1071","Crocidura_luna",0.99995,5e-05
"1072","Crocidura_lusitania",0.99995,5e-05
"1073","Crocidura_lwiroensis",0.996,0.004
"1074","Crocidura_macarthuri",0.99995,5e-05
"1075","Crocidura_macmillani",0.996,0.004
"1076","Crocidura_macowi",0.996,0.004
"1077","Crocidura_malayana",0.99995,5e-05
"1078","Crocidura_manengubae",0.95,0.05
"1079","Crocidura_maquassiensis",0.99995,5e-05
"1080","Crocidura_mariquensis",0.99995,5e-05
"1081","Crocidura_maurisca",0.99995,5e-05
"1082","Crocidura_maxi",0.99995,5e-05
"1083","Crocidura_mdumai",0.58,0.42
"1084","Crocidura_mindorus",0.996,0.004
"1085","Crocidura_minuta",0.996,0.004
"1086","Crocidura_miya",0.58,0.42
"1087","Crocidura_monax",0.996,0.004
"1088","Crocidura_monticola",0.99995,5e-05
"1089","Crocidura_montis",0.99995,5e-05
"1090","Crocidura_munissii",0.99995,5e-05
"1091","Crocidura_muricauda",0.99995,5e-05
"1092","Crocidura_musseri",0.996,0.004
"1093","Crocidura_mutesae",0.996,0.004
"1094","Crocidura_nana",0.996,0.004
"1095","Crocidura_nanilla",0.99995,5e-05
"1096","Crocidura_neglecta",0.996,0.004
"1097","Crocidura_negligens",0.99995,5e-05
"1098","Crocidura_negrina",0.58,0.42
"1099","Crocidura_newmarki",0.996,0.004
"1100","Crocidura_nicobarica",0.03,0.97
"1101","Crocidura_nigeriae",0.99995,5e-05
"1102","Crocidura_nigricans",0.99995,5e-05
"1103","Crocidura_nigripes",0.99995,5e-05
"1104","Crocidura_nigrofusca",0.99995,5e-05
"1105","Crocidura_nimbae",0.996,0.004
"1106","Crocidura_nimbasilvanus",0.99995,5e-05
"1107","Crocidura_ninoyi",0.996,0.004
"1108","Crocidura_niobe",0.99995,5e-05
"1109","Crocidura_obscurior",0.99995,5e-05
"1110","Crocidura_olivieri",0.99995,5e-05
"1111","Crocidura_orientalis",0.99995,5e-05
"1112","Crocidura_orii",0.58,0.42
"1113","Crocidura_pachyura",0.99995,5e-05
"1114","Crocidura_palawanensis",0.99995,5e-05
"1115","Crocidura_panayensis",0.996,0.004
"1116","Crocidura_paradoxura",0.99995,5e-05
"1117","Crocidura_parvipes",0.99995,5e-05
"1118","Crocidura_pasha",0.99995,5e-05
"1119","Crocidura_pergrisea",0.996,0.004
"1120","Crocidura_phaeura",0.58,0.42
